1578089327,3.97,0.64,94,80,2.1,0.0978027293771044

1578090227,3.93,0.59,94,80,2.1,0.09716117093554598

1578090962,3.85,-0.2,89,80,3.1,0.10295283760221263

1578092027,3.73,-0.34,89,80,3.1,0.09872216630591633

1578092927,3.71,-0.71,89,80,3.6,0.08159247655122653

1578092927,3.71,-0.71,89,80,3.6,0.08025914321789321

1578093585,3.69,-0.73,89,80,3.6,0.0794409613997114

1578094704,3.67,-0.05,89,80,2.6,0.06413279040404041

1578095452,3.6,-0.13,89,80,2.6,0.06643834595959597

1578096530,3.54,0.3,89,86,2.1,0.05510501262626263

1578097189,3.45,0.2,89,86,2.1,0.04420501262626263

1578098330,3.44,0.96,75,86,1,0.041892512626262625

1578099230,3.37,0.88,75,86,1,0.03814251262626262

1578100130,3.35,-1.12,75,80,3.6,0.033855716089466095

1578100732,3.3,-1.18,75,80,3.6,0.03535571608946609

1578101930,3.3,-1.88,100,80,4.6,0.032230716089466094

1578102695,3.28,-1.9,100,80,4.6,0.01426210137085137

1578103730,3.35,-2.17,100,80,5.1,0.005882177128427139

1578104630,3.36,-2.16,100,80,5.1,0.005882177128427139

1578105361,3.4,-2.53,100,80,5.7,0.005882177128427139

1578106430,3.58,-2.33,100,80,5.7,0.006120272366522362

1578107330,3.65,-1.48,100,80,4.6,0.003372653318903314

1578108231,3.76,-1.35,100,80,4.6,0.004501224747474744

1578109130,3.9,-1.19,100,80,4.6,0.004501224747474744

1578110031,4.03,-1.04,100,80,4.6,0.004501224747474744

1578110701,4.13,-0.58,100,80,4.1,0.006701224747474747

1578111830,4.18,-0.52,100,80,4.1,0.006701224747474747

1578112730,4.19,-0.51,51,80,4.1,0.006701224747474747

1578113630,4.26,-0.43,51,80,4.1,0.013701224747474754

1578114530,4.38,-1.12,51,75,5.1,0.014422815656565653

1578115430,4.45,-1.04,51,75,5.1,0.01275614898989899

1578116330,4.51,-0.81,51,81,5.1,0.00675614898989899

1578117230,4.53,-0.79,51,81,5.1,0.0074009541847041786

1578117954,4.59,-0.72,51,81,5.1,0.005389590548340544

1578119030,4.62,-0.68,51,81,5.1,0.005389590548340544

1578119704,4.56,-0.4,51,81,4.6,0.005389590548340544

1578120654,4.52,-0.45,51,81,4.6,0.010547923881673877

1578121504,4.48,-1.26,51,81,5.7,0.008662507215007213

1578122630,4.5,-1.24,51,81,5.7,0.0031625072150072097

1578123530,4.47,-1.28,44,81,5.7,0.011662507215007207

1578124203,4.49,-1.25,39,81,5.7,0.015954173881673875

1578125331,4.54,-1.54,39,81,6.2,0.007978801406926401

1578126230,4.57,-1.51,39,81,6.2,0.00603334686147186

1578127127,4.72,-1.34,39,81,6.2,0.010923390151515142

1578128030,4.77,-1.28,39,81,6.2,0.015248390151515141

1578128930,4.95,-1.07,39,81,6.2,0.01819109848484847

1578129830,5.08,-0.92,39,81,6.2,0.02408676948051948

1578130730,5.43,-1.39,39,75,7.2,0.03751126443001445

1578131404,5.61,-1.18,39,75,7.2,0.048344597763347784

1578132530,5.99,-0.39,39,75,6.7,0.02460709776334778

1578133430,6.12,-0.24,39,75,6.7,0.034397294372294406

1578134191,6.5,0.9,75,75,5.7,0.03466812770562773

1578135230,6.71,1.15,75,75,5.7,0.0373938852813853

1578136130,6.99,1.47,90,75,5.7,0.04628501082251083

1578137030,7.13,1.64,90,75,5.7,0.033560606060606055

1578137930,7.42,1.81,90,70,5.7,0.049844967532467546

1578138830,7.55,1.96,90,70,5.7,0.04022595427059713

1578139675,7.63,2.65,90,75,5.1,0.03679192649281935

1578140630,7.61,2.62,90,75,5.1,0.04142525982615268

1578141530,7.71,2.32,75,75,5.7,0.030861280749673602

1578142430,7.88,2.76,40,70,5.1,0.034677947416340275

1578143330,8,2.9,56,70,5.1,0.01907794741634027

1578144230,7.99,2.89,56,70,5.1,0.03362310734900021

1578145130,8.1,2.11,11,66,6.2,0.024234218460111322

1578146030,8.2,2.23,11,66,6.2,0.03742310734900017

1578146930,8.2,3.14,20,70,5.1,0.038451035439428315

